Job Category,Candidate,Actual Category,Fit Score
BUSINESS-DEVELOPMENT,15423153.pdf,BUSINESS-DEVELOPMENT,0.491
SALES,37750854.pdf,APPAREL,0.491
HR,91930382.pdf,HR,0.491
DESIGNER,13518263.pdf,DESIGNER,0.491
ACCOUNTANT,26975573.pdf,ACCOUNTANT,0.491
CONSULTANT,93459677.pdf,CONSULTANT,0.491
ACCOUNTANT,14126433.pdf,ACCOUNTANT,0.491
CONSULTANT,39413067.pdf,INFORMATION-TECHNOLOGY,0.491
HR,10694288.pdf,HR,0.49
CONSULTANT,13454871.pdf,CONSULTANT,0.49
DESIGNER,54201930.pdf,DESIGNER,0.49
DESIGNER,22506245.pdf,DESIGNER,0.49
BUSINESS-DEVELOPMENT,14287992.pdf,BUSINESS-DEVELOPMENT,0.49
FITNESS,17660419.pdf,FITNESS,0.49
CHEF,47729453.pdf,CHEF,0.49
BUSINESS-DEVELOPMENT,32531824.pdf,BUSINESS-DEVELOPMENT,0.49
CONSULTANT,38896303.pdf,CONSULTANT,0.49
DESIGNER,24583187.pdf,DESIGNER,0.49
BUSINESS-DEVELOPMENT,44185767.pdf,DESIGNER,0.49
AVIATION,12192507.pdf,AVIATION,0.49
ACCOUNTANT,49204385.pdf,ACCOUNTANT,0.49
BUSINESS-DEVELOPMENT,29208172.pdf,BUSINESS-DEVELOPMENT,0.489
ACCOUNTANT,74512244.pdf,FINANCE,0.489
SALES,27715131.pdf,ARTS,0.489
FITNESS,10235429.pdf,FITNESS,0.489
BUSINESS-DEVELOPMENT,61677751.pdf,BUSINESS-DEVELOPMENT,0.489
DESIGNER,39252859.pdf,DESIGNER,0.488
BUSINESS-DEVELOPMENT,14726000.pdf,BUSINESS-DEVELOPMENT,0.488
BUSINESS-DEVELOPMENT,12059198.pdf,BUSINESS-DEVELOPMENT,0.487
HR,38698573.pdf,ADVOCATE,0.487
BUSINESS-DEVELOPMENT,31813535.pdf,BUSINESS-DEVELOPMENT,0.487
CONSULTANT,29723311.pdf,CONSULTANT,0.487
FITNESS,27974588.pdf,FITNESS,0.487
HR,25150191.pdf,HR,0.487
DESIGNER,23951429.pdf,DESIGNER,0.487
CONSULTANT,18227306.pdf,CONSULTANT,0.487
BANKING,54232810.pdf,AVIATION,0.487
DESIGNER,13014900.pdf,DESIGNER,0.487
APPAREL,24455357.pdf,DESIGNER,0.487
FITNESS,14515954.pdf,FITNESS,0.486
CONSULTANT,38165833.pdf,CONSULTANT,0.486
HR,27096471.pdf,CONSULTANT,0.486
ACCOUNTANT,18669563.pdf,ACCOUNTANT,0.486
HR,15576950.pdf,HR,0.486
BUSINESS-DEVELOPMENT,27139412.pdf,BUSINESS-DEVELOPMENT,0.486
BUSINESS-DEVELOPMENT,10541358.pdf,BUSINESS-DEVELOPMENT,0.486
CONSULTANT,57601040.pdf,CONSULTANT,0.486
HR,18731098.pdf,HR,0.485
HR,16861758.pdf,HR,0.485
ARTS,20149476.pdf,ARTS,0.485
FINANCE,22720697.pdf,FINANCE,0.484
INFORMATION-TECHNOLOGY,10247517.pdf,INFORMATION-TECHNOLOGY,0.484
CHEF,23591247.pdf,CHEF,0.484
SALES,23760084.pdf,SALES,0.484
CONSTRUCTION,21567392.pdf,CONSTRUCTION,0.484
HR,29091445.pdf,HR,0.484
DESIGNER,24285142.pdf,DESIGNER,0.484
BUSINESS-DEVELOPMENT,27004930.pdf,BUSINESS-DEVELOPMENT,0.484
ACCOUNTANT,27637576.pdf,ACCOUNTANT,0.483
INFORMATION-TECHNOLOGY,51639418.pdf,INFORMATION-TECHNOLOGY,0.483
PUBLIC-RELATIONS,24559558.pdf,PUBLIC-RELATIONS,0.483
DESIGNER,18795567.pdf,DESIGNER,0.483
DESIGNER,11722421.pdf,DESIGNER,0.483
CONSULTANT,18484846.pdf,HEALTHCARE,0.483
CONSULTANT,35673335.pdf,BUSINESS-DEVELOPMENT,0.483
SALES,12820557.pdf,SALES,0.482
ACCOUNTANT,19243556.pdf,FINANCE,0.482
FINANCE,81677620.pdf,FINANCE,0.482
BUSINESS-DEVELOPMENT,18311419.pdf,BUSINESS-DEVELOPMENT,0.482
CONSULTANT,91467795.pdf,BUSINESS-DEVELOPMENT,0.482
BUSINESS-DEVELOPMENT,28916894.pdf,BUSINESS-DEVELOPMENT,0.481
CHEF,91268638.pdf,CHEF,0.481
BANKING,19437318.pdf,BANKING,0.481
DESIGNER,18460045.pdf,DESIGNER,0.481
BUSINESS-DEVELOPMENT,13199813.pdf,BUSINESS-DEVELOPMENT,0.481
DESIGNER,68240723.pdf,DESIGNER,0.48
INFORMATION-TECHNOLOGY,38753827.pdf,INFORMATION-TECHNOLOGY,0.48
ACCOUNTANT,22622351.pdf,FINANCE,0.48
PUBLIC-RELATIONS,11850315.pdf,PUBLIC-RELATIONS,0.48
ACCOUNTANT,22492537.pdf,FINANCE,0.48
PUBLIC-RELATIONS,28831442.pdf,PUBLIC-RELATIONS,0.48
CONSULTANT,12674256.pdf,AGRICULTURE,0.48
BUSINESS-DEVELOPMENT,20324037.pdf,ADVOCATE,0.479
SALES,17410700.pdf,SALES,0.479
CONSULTANT,27004930.pdf,BUSINESS-DEVELOPMENT,0.479
BUSINESS-DEVELOPMENT,80527194.pdf,CONSULTANT,0.479
PUBLIC-RELATIONS,26130673.pdf,PUBLIC-RELATIONS,0.478
FINANCE,17392859.pdf,FINANCE,0.478
BUSINESS-DEVELOPMENT,82118447.pdf,BUSINESS-DEVELOPMENT,0.478
INFORMATION-TECHNOLOGY,15802627.pdf,INFORMATION-TECHNOLOGY,0.478
CHEF,10001727.pdf,CHEF,0.478
CONSULTANT,22485475.pdf,CONSULTANT,0.478
CONSULTANT,26919036.pdf,CONSULTANT,0.478
FINANCE,28522529.pdf,FINANCE,0.478
CONSULTANT,16846478.pdf,BUSINESS-DEVELOPMENT,0.478
BUSINESS-DEVELOPMENT,31217840.pdf,CONSULTANT,0.478
CHEF,27662298.pdf,CHEF,0.478
HR,33176873.pdf,HR,0.477
HR,30862904.pdf,HR,0.477
BUSINESS-DEVELOPMENT,32385553.pdf,BUSINESS-DEVELOPMENT,0.477
ACCOUNTANT,18072085.pdf,FINANCE,0.477
ACCOUNTANT,28808263.pdf,HR,0.477
BPO,79261033.pdf,BPO,0.477
SALES,25810233.pdf,SALES,0.476
APPAREL,13807808.pdf,APPAREL,0.476
CONSTRUCTION,16203589.pdf,CONSTRUCTION,0.476
CONSULTANT,10289113.pdf,BUSINESS-DEVELOPMENT,0.476
ACCOUNTANT,11877150.pdf,FINANCE,0.476
BUSINESS-DEVELOPMENT,22765255.pdf,BUSINESS-DEVELOPMENT,0.476
INFORMATION-TECHNOLOGY,28672970.pdf,INFORMATION-TECHNOLOGY,0.475
ACCOUNTANT,80053367.pdf,ACCOUNTANT,0.475
ACCOUNTANT,98559931.pdf,ACCOUNTANT,0.475
BANKING,19405513.pdf,FINANCE,0.475
BUSINESS-DEVELOPMENT,23568641.pdf,BUSINESS-DEVELOPMENT,0.475
BUSINESS-DEVELOPMENT,25370801.pdf,BUSINESS-DEVELOPMENT,0.474
CONSULTANT,18365443.pdf,HEALTHCARE,0.474
CHEF,11209758.pdf,CHEF,0.474
CONSULTANT,34146825.pdf,ARTS,0.474
ACCOUNTANT,33685988.pdf,FINANCE,0.474
HR,27496514.pdf,HR,0.474
HR,27165830.pdf,HR,0.473
BUSINESS-DEVELOPMENT,14752209.pdf,BUSINESS-DEVELOPMENT,0.473
CONSULTANT,18133495.pdf,PUBLIC-RELATIONS,0.473
CONSULTANT,62700506.pdf,DIGITAL-MEDIA,0.473
ACCOUNTANT,18569929.pdf,ACCOUNTANT,0.473
CONSULTANT,14593060.pdf,CONSULTANT,0.473
HR,20806155.pdf,HR,0.473
ACCOUNTANT,27756469.pdf,ENGINEERING,0.472
ACCOUNTANT,15891494.pdf,FINANCE,0.472
ACCOUNTANT,25330083.pdf,FINANCE,0.472
ARTS,15353911.pdf,DIGITAL-MEDIA,0.472
AVIATION,16833515.pdf,AVIATION,0.472
BANKING,54421668.pdf,BANKING,0.472
HR,19336728.pdf,HR,0.472
BANKING,98965485.pdf,BANKING,0.471
APPAREL,13386301.pdf,APPAREL,0.471
CONSULTANT,91051945.pdf,ADVOCATE,0.471
ARTS,39252859.pdf,DESIGNER,0.471
HR,30563572.pdf,HR,0.471
DIGITAL-MEDIA,19861776.pdf,DIGITAL-MEDIA,0.471
CONSULTANT,15573418.pdf,BPO,0.471
ACCOUNTANT,11262933.pdf,BANKING,0.47
SALES,40987524.pdf,SALES,0.47
BUSINESS-DEVELOPMENT,26278597.pdf,BUSINESS-DEVELOPMENT,0.47
HR,23510685.pdf,HR,0.47
ACCOUNTANT,95792386.pdf,CONSULTANT,0.47
FITNESS,70603826.pdf,FITNESS,0.47
ACCOUNTANT,28398216.pdf,FINANCE,0.469
CONSULTANT,18589927.pdf,BPO,0.469
INFORMATION-TECHNOLOGY,68460556.pdf,INFORMATION-TECHNOLOGY,0.469
BUSINESS-DEVELOPMENT,95382114.pdf,BUSINESS-DEVELOPMENT,0.469
CHEF,39064638.pdf,ARTS,0.469
AVIATION,38355831.pdf,AVIATION,0.469
CHEF,32518109.pdf,CHEF,0.469
ACCOUNTANT,26961846.pdf,FINANCE,0.469
ACCOUNTANT,19147603.pdf,FINANCE,0.469
CONSULTANT,91116867.pdf,CONSULTANT,0.468
BUSINESS-DEVELOPMENT,76916835.pdf,BUSINESS-DEVELOPMENT,0.468
CONSULTANT,11773925.pdf,BANKING,0.468
FINANCE,20705888.pdf,FINANCE,0.468
BUSINESS-DEVELOPMENT,14055971.pdf,BUSINESS-DEVELOPMENT,0.468
HR,30163002.pdf,HR,0.468
CONSULTANT,26234972.pdf,CONSULTANT,0.468
FINANCE,27914096.pdf,FINANCE,0.467
ACCOUNTANT,17392859.pdf,FINANCE,0.466
CONSULTANT,29406313.pdf,BANKING,0.466
BUSINESS-DEVELOPMENT,59696315.pdf,BUSINESS-DEVELOPMENT,0.466
AVIATION,22232367.pdf,AVIATION,0.466
CONSULTANT,25370801.pdf,BUSINESS-DEVELOPMENT,0.466
PUBLIC-RELATIONS,31392754.pdf,PUBLIC-RELATIONS,0.466
FINANCE,76454959.pdf,FINANCE,0.465
HR,32977530.pdf,HR,0.465
CHEF,86551046.pdf,CHEF,0.465
ACCOUNTANT,13701259.pdf,ACCOUNTANT,0.465
CONSULTANT,30863060.pdf,CONSULTANT,0.465
ADVOCATE,12544735.pdf,ADVOCATE,0.465
ACCOUNTANT,33872500.pdf,BANKING,0.465
DESIGNER,26942552.pdf,DESIGNER,0.465
HR,20925036.pdf,HR,0.465
ARTS,14761906.pdf,DIGITAL-MEDIA,0.465
CHEF,21622444.pdf,CHEF,0.465
HR,46258701.pdf,HR,0.465
BUSINESS-DEVELOPMENT,17115815.pdf,BUSINESS-DEVELOPMENT,0.465
CONSULTANT,16519708.pdf,BUSINESS-DEVELOPMENT,0.465
INFORMATION-TECHNOLOGY,26801767.pdf,INFORMATION-TECHNOLOGY,0.464
HR,20417897.pdf,HR,0.464
FITNESS,17165107.pdf,ADVOCATE,0.464
HR,72231872.pdf,HR,0.464
CONSULTANT,13569152.pdf,CONSULTANT,0.464
FINANCE,24553863.pdf,FINANCE,0.463
DESIGNER,21705160.pdf,DESIGNER,0.463
APPAREL,16915389.pdf,APPAREL,0.463
TEACHER,28086303.pdf,TEACHER,0.463
PUBLIC-RELATIONS,28862054.pdf,PUBLIC-RELATIONS,0.463
ENGINEERING,55595908.pdf,ENGINEERING,0.463
BUSINESS-DEVELOPMENT,29014805.pdf,BUSINESS-DEVELOPMENT,0.462
ACCOUNTANT,19405513.pdf,FINANCE,0.462
CONSTRUCTION,26994282.pdf,SALES,0.462
CONSULTANT,12059198.pdf,BUSINESS-DEVELOPMENT,0.462
CONSULTANT,12251115.pdf,CONSULTANT,0.462
ACCOUNTANT,12802330.pdf,ACCOUNTANT,0.462
CONSULTANT,29076405.pdf,CONSULTANT,0.462
DESIGNER,21916744.pdf,DESIGNER,0.462
CONSULTANT,19936735.pdf,CONSULTANT,0.461
INFORMATION-TECHNOLOGY,92069209.pdf,INFORMATION-TECHNOLOGY,0.461
CONSULTANT,26202430.pdf,HR,0.461
DESIGNER,15425154.pdf,DESIGNER,0.461
CONSULTANT,14209965.pdf,DIGITAL-MEDIA,0.461
CONSULTANT,26173524.pdf,PUBLIC-RELATIONS,0.46
PUBLIC-RELATIONS,61319162.pdf,PUBLIC-RELATIONS,0.46
ACCOUNTANT,35492909.pdf,BANKING,0.46
CONSULTANT,29975124.pdf,INFORMATION-TECHNOLOGY,0.46
CONSULTANT,37764298.pdf,INFORMATION-TECHNOLOGY,0.46
SALES,26586477.pdf,APPAREL,0.46
FITNESS,18767449.pdf,FITNESS,0.459
BUSINESS-DEVELOPMENT,18236085.pdf,BUSINESS-DEVELOPMENT,0.459
INFORMATION-TECHNOLOGY,57002858.pdf,INFORMATION-TECHNOLOGY,0.459
PUBLIC-RELATIONS,19558834.pdf,PUBLIC-RELATIONS,0.459
CHEF,23807940.pdf,CHEF,0.459
CONSULTANT,23398733.pdf,CHEF,0.459
PUBLIC-RELATIONS,21549195.pdf,PUBLIC-RELATIONS,0.459
PUBLIC-RELATIONS,45462344.pdf,PUBLIC-RELATIONS,0.459
BUSINESS-DEVELOPMENT,10501991.pdf,BUSINESS-DEVELOPMENT,0.458
ADVOCATE,14064815.pdf,ADVOCATE,0.458
FITNESS,67032711.pdf,FITNESS,0.458
CONSTRUCTION,32025286.pdf,CONSTRUCTION,0.458
FITNESS,38650096.pdf,FITNESS,0.458
BUSINESS-DEVELOPMENT,12315079.pdf,HEALTHCARE,0.458
SALES,37735467.pdf,SALES,0.458
CONSULTANT,24643412.pdf,CONSULTANT,0.458
ACCOUNTANT,72136463.pdf,FINANCE,0.458
ACCOUNTANT,15592167.pdf,ACCOUNTANT,0.458
INFORMATION-TECHNOLOGY,12045067.pdf,INFORMATION-TECHNOLOGY,0.458
APPAREL,24533931.pdf,APPAREL,0.458
CHEF,16594812.pdf,CHEF,0.458
ACCOUNTANT,31948488.pdf,FINANCE,0.458
FINANCE,28396458.pdf,FINANCE,0.457
ACCOUNTANT,21763056.pdf,ACCOUNTANT,0.457
BANKING,45167858.pdf,BANKING,0.457
PUBLIC-RELATIONS,22754014.pdf,PUBLIC-RELATIONS,0.457
APPAREL,27694040.pdf,APPAREL,0.457
CONSULTANT,11088337.pdf,BUSINESS-DEVELOPMENT,0.457
FINANCE,24967652.pdf,FINANCE,0.457
HR,18557164.pdf,HR,0.456
INFORMATION-TECHNOLOGY,18133495.pdf,PUBLIC-RELATIONS,0.456
PUBLIC-RELATIONS,24977396.pdf,PUBLIC-RELATIONS,0.456
BANKING,77156708.pdf,BANKING,0.456
ADVOCATE,38860712.pdf,ADVOCATE,0.456
FITNESS,20457611.pdf,FITNESS,0.456
CONSULTANT,38399177.pdf,CONSULTANT,0.456
ENGINEERING,21298336.pdf,ENGINEERING,0.456
CONSULTANT,23110214.pdf,HEALTHCARE,0.456
CONSTRUCTION,16626724.pdf,CONSTRUCTION,0.456
ADVOCATE,25873425.pdf,ADVOCATE,0.455
DESIGNER,37263609.pdf,DESIGNER,0.455
BUSINESS-DEVELOPMENT,10984392.pdf,CONSULTANT,0.455
APPAREL,36621169.pdf,SALES,0.455
ACCOUNTANT,24817041.pdf,ACCOUNTANT,0.455
ACCOUNTANT,15363277.pdf,ACCOUNTANT,0.455
ENGINEERING,20566550.pdf,ENGINEERING,0.455
APPAREL,15154822.pdf,APPAREL,0.455
SALES,24548333.pdf,HEALTHCARE,0.454
ACCOUNTANT,34816637.pdf,ACCOUNTANT,0.454
BUSINESS-DEVELOPMENT,90629382.pdf,BUSINESS-DEVELOPMENT,0.454
ADVOCATE,36694627.pdf,ADVOCATE,0.454
CONSULTANT,21568833.pdf,CONSULTANT,0.454
DESIGNER,28629430.pdf,ARTS,0.454
CONSULTANT,22351830.pdf,CONSULTANT,0.454
AVIATION,24773845.pdf,AVIATION,0.454
HR,19717385.pdf,HR,0.454
CONSULTANT,15973307.pdf,SALES,0.454
PUBLIC-RELATIONS,40311088.pdf,DIGITAL-MEDIA,0.453
HEALTHCARE,16121387.pdf,HEALTHCARE,0.453
CONSULTANT,22008817.pdf,HEALTHCARE,0.453
ACCOUNTANT,21031285.pdf,ACCOUNTANT,0.453
SALES,83566455.pdf,APPAREL,0.453
CONSULTANT,18900722.pdf,DIGITAL-MEDIA,0.452
CONSULTANT,27096471.pdf,CONSULTANT,0.452
CONSTRUCTION,24740005.pdf,CONSTRUCTION,0.452
BUSINESS-DEVELOPMENT,22423839.pdf,BUSINESS-DEVELOPMENT,0.452
APPAREL,19164410.pdf,DESIGNER,0.452
DESIGNER,38744475.pdf,DESIGNER,0.452
BUSINESS-DEVELOPMENT,29825044.pdf,BUSINESS-DEVELOPMENT,0.452
ENGINEERING,21847415.pdf,ENGINEERING,0.452
CONSULTANT,33919379.pdf,CONSULTANT,0.451
FITNESS,11522068.pdf,FITNESS,0.451
CONSTRUCTION,36331163.pdf,CONSTRUCTION,0.451
ENGINEERING,74236636.pdf,ENGINEERING,0.451
ENGINEERING,25608963.pdf,ENGINEERING,0.451
SALES,65708020.pdf,BUSINESS-DEVELOPMENT,0.451
ACCOUNTANT,10554236.pdf,ACCOUNTANT,0.451
CONSULTANT,21366189.pdf,CONSULTANT,0.45
FINANCE,11877150.pdf,FINANCE,0.45
DIGITAL-MEDIA,17562754.pdf,DIGITAL-MEDIA,0.45
DESIGNER,28326441.pdf,DESIGNER,0.45
ACCOUNTANT,33527446.pdf,ACCOUNTANT,0.45
TEACHER,19464810.pdf,TEACHER,0.449
BUSINESS-DEVELOPMENT,31638814.pdf,BUSINESS-DEVELOPMENT,0.449
BUSINESS-DEVELOPMENT,18636651.pdf,FINANCE,0.449
ENGINEERING,10751444.pdf,DESIGNER,0.449
CONSULTANT,25810233.pdf,SALES,0.449
FITNESS,16474898.pdf,FITNESS,0.449
ACCOUNTANT,24703009.pdf,ACCOUNTANT,0.449
CONSULTANT,15119529.pdf,CONSULTANT,0.449
HR,20993320.pdf,HR,0.449
CONSULTANT,29648950.pdf,FINANCE,0.448
INFORMATION-TECHNOLOGY,10839851.pdf,INFORMATION-TECHNOLOGY,0.448
BUSINESS-DEVELOPMENT,32042584.pdf,BUSINESS-DEVELOPMENT,0.448
DESIGNER,27497542.pdf,DESIGNER,0.448
ACCOUNTANT,91564103.pdf,FINANCE,0.448
CONSULTANT,99124477.pdf,BANKING,0.448
DESIGNER,18979238.pdf,DESIGNER,0.448
PUBLIC-RELATIONS,70750649.pdf,APPAREL,0.448
AVIATION,11804712.pdf,AVIATION,0.448
CONSULTANT,12695799.pdf,FITNESS,0.448
BANKING,24580361.pdf,BANKING,0.448
DESIGNER,10751444.pdf,DESIGNER,0.448
ACCOUNTANT,59777056.pdf,FINANCE,0.448
CONSULTANT,14945250.pdf,DIGITAL-MEDIA,0.448
ACCOUNTANT,62850928.pdf,FINANCE,0.447
SALES,87118391.pdf,SALES,0.447
CONSULTANT,39441617.pdf,CONSULTANT,0.447
SALES,20255404.pdf,FITNESS,0.447
ENGINEERING,86828820.pdf,ENGINEERING,0.447
CHEF,47603843.pdf,CHEF,0.447
APPAREL,27099856.pdf,APPAREL,0.447
APPAREL,78273826.pdf,APPAREL,0.447
CONSULTANT,28206098.pdf,ADVOCATE,0.447
CONSULTANT,15651486.pdf,INFORMATION-TECHNOLOGY,0.447
CONSULTANT,21866029.pdf,HEALTHCARE,0.446
BPO,57706851.pdf,BPO,0.446
BANKING,26673507.pdf,BANKING,0.446
CONSULTANT,29825044.pdf,BUSINESS-DEVELOPMENT,0.446
AVIATION,21287405.pdf,AVIATION,0.446
CONSULTANT,23719943.pdf,APPAREL,0.446
BANKING,11637468.pdf,BANKING,0.446
ENGINEERING,30097175.pdf,ENGINEERING,0.446
BANKING,18635654.pdf,ACCOUNTANT,0.446
BANKING,33872500.pdf,BANKING,0.445
CONSULTANT,12814706.pdf,BUSINESS-DEVELOPMENT,0.445
CONSULTANT,68781345.pdf,BANKING,0.445
BUSINESS-DEVELOPMENT,27710853.pdf,BPO,0.445
DIGITAL-MEDIA,29915354.pdf,DIGITAL-MEDIA,0.445
BANKING,12780508.pdf,ACCOUNTANT,0.445
BUSINESS-DEVELOPMENT,18589927.pdf,BPO,0.445
PUBLIC-RELATIONS,32637306.pdf,CONSULTANT,0.445
ARTS,18979238.pdf,DESIGNER,0.445
BUSINESS-DEVELOPMENT,71767359.pdf,APPAREL,0.445
BUSINESS-DEVELOPMENT,18757174.pdf,BUSINESS-DEVELOPMENT,0.445
BUSINESS-DEVELOPMENT,15802627.pdf,INFORMATION-TECHNOLOGY,0.444
DESIGNER,34657584.pdf,DESIGNER,0.444
TEACHER,37220856.pdf,ARTS,0.444
TEACHER,76196367.pdf,TEACHER,0.444
CONSULTANT,91189201.pdf,CONSULTANT,0.444
SALES,18484846.pdf,HEALTHCARE,0.444
ENGINEERING,18753367.pdf,ENGINEERING,0.443
DIGITAL-MEDIA,19444529.pdf,DIGITAL-MEDIA,0.443
BUSINESS-DEVELOPMENT,80275976.pdf,BUSINESS-DEVELOPMENT,0.443
HEALTHCARE,35422305.pdf,HEALTHCARE,0.443
CONSULTANT,18129173.pdf,HEALTHCARE,0.443
SALES,29928796.pdf,SALES,0.443
BANKING,25200253.pdf,BANKING,0.443
FINANCE,28758002.pdf,FINANCE,0.443
CONSULTANT,83566455.pdf,APPAREL,0.443
TEACHER,25729119.pdf,TEACHER,0.442
BUSINESS-DEVELOPMENT,83566455.pdf,APPAREL,0.442
INFORMATION-TECHNOLOGY,21283365.pdf,INFORMATION-TECHNOLOGY,0.442
APPAREL,13764840.pdf,APPAREL,0.442
CONSULTANT,14667957.pdf,HEALTHCARE,0.442
ACCOUNTANT,25547145.pdf,ACCOUNTANT,0.442
CONSULTANT,24854026.pdf,FINANCE,0.442
CONSTRUCTION,56525735.pdf,CONSTRUCTION,0.442
CONSULTANT,19090468.pdf,HEALTHCARE,0.442
CONSULTANT,29184740.pdf,SALES,0.442
CONSULTANT,78016758.pdf,CONSULTANT,0.442
CONSULTANT,18236085.pdf,BUSINESS-DEVELOPMENT,0.442
BUSINESS-DEVELOPMENT,12546838.pdf,BUSINESS-DEVELOPMENT,0.442
ADVOCATE,74191424.pdf,ADVOCATE,0.441
BUSINESS-DEVELOPMENT,27536013.pdf,INFORMATION-TECHNOLOGY,0.441
ACCOUNTANT,19234823.pdf,ADVOCATE,0.441
CONSULTANT,26896699.pdf,BUSINESS-DEVELOPMENT,0.441
BUSINESS-DEVELOPMENT,24553863.pdf,FINANCE,0.441
BUSINESS-DEVELOPMENT,15699744.pdf,CONSULTANT,0.441
CONSULTANT,15433732.pdf,CONSULTANT,0.441
CONSULTANT,33072201.pdf,PUBLIC-RELATIONS,0.441
CONSTRUCTION,63145386.pdf,CONSTRUCTION,0.441
INFORMATION-TECHNOLOGY,20001721.pdf,INFORMATION-TECHNOLOGY,0.44
ACCOUNTANT,20705888.pdf,FINANCE,0.44
ACCOUNTANT,25867805.pdf,ACCOUNTANT,0.44
INFORMATION-TECHNOLOGY,91697974.pdf,INFORMATION-TECHNOLOGY,0.44
HR,11592605.pdf,HR,0.44
FINANCE,23573064.pdf,FINANCE,0.44
BUSINESS-DEVELOPMENT,39674782.pdf,CONSTRUCTION,0.44
FITNESS,20279756.pdf,FITNESS,0.44
CONSULTANT,31813535.pdf,BUSINESS-DEVELOPMENT,0.439
ADVOCATE,10186968.pdf,ADVOCATE,0.439
FINANCE,16449850.pdf,FINANCE,0.439
CONSULTANT,18835363.pdf,DESIGNER,0.439
CONSULTANT,27884470.pdf,BANKING,0.439
FINANCE,31948488.pdf,FINANCE,0.439
CONSULTANT,29142288.pdf,AGRICULTURE,0.438
BUSINESS-DEVELOPMENT,27080812.pdf,DIGITAL-MEDIA,0.438
CONSULTANT,24989856.pdf,APPAREL,0.438
PUBLIC-RELATIONS,45900271.pdf,PUBLIC-RELATIONS,0.438
CONSULTANT,10235211.pdf,BUSINESS-DEVELOPMENT,0.438
CONSULTANT,25694422.pdf,CONSULTANT,0.438
HR,10399912.pdf,HR,0.438
PUBLIC-RELATIONS,70196518.pdf,DIGITAL-MEDIA,0.438
CONSULTANT,29415426.pdf,ADVOCATE,0.438
FITNESS,10268614.pdf,FITNESS,0.438
BUSINESS-DEVELOPMENT,47067533.pdf,BUSINESS-DEVELOPMENT,0.437
CONSULTANT,69155584.pdf,SALES,0.437
CONSULTANT,29196643.pdf,CONSULTANT,0.437
INFORMATION-TECHNOLOGY,17688766.pdf,INFORMATION-TECHNOLOGY,0.437
FITNESS,23063986.pdf,FITNESS,0.437
INFORMATION-TECHNOLOGY,15118506.pdf,INFORMATION-TECHNOLOGY,0.437
CONSULTANT,39142536.pdf,BANKING,0.437
CHEF,15180322.pdf,CHEF,0.437
SALES,13348915.pdf,SALES,0.436
ADVOCATE,20765795.pdf,ADVOCATE,0.436
INFORMATION-TECHNOLOGY,16533554.pdf,INFORMATION-TECHNOLOGY,0.436
BUSINESS-DEVELOPMENT,27884470.pdf,BANKING,0.436
HR,19179079.pdf,HR,0.436
INFORMATION-TECHNOLOGY,22776912.pdf,INFORMATION-TECHNOLOGY,0.436
DESIGNER,91153752.pdf,DESIGNER,0.436
BUSINESS-DEVELOPMENT,91051945.pdf,ADVOCATE,0.436
CONSULTANT,31638814.pdf,BUSINESS-DEVELOPMENT,0.436
INFORMATION-TECHNOLOGY,23864648.pdf,INFORMATION-TECHNOLOGY,0.436
ACCOUNTANT,14722634.pdf,FINANCE,0.436
PUBLIC-RELATIONS,23631724.pdf,PUBLIC-RELATIONS,0.436
BANKING,36302399.pdf,BANKING,0.436
BANKING,87867370.pdf,BANKING,0.436
DESIGNER,38565119.pdf,DESIGNER,0.436
DESIGNER,25023614.pdf,DESIGNER,0.436
APPAREL,11722421.pdf,DESIGNER,0.436
CONSULTANT,27139412.pdf,BUSINESS-DEVELOPMENT,0.436
CHEF,27909372.pdf,CHEF,0.436
ACCOUNTANT,39295103.pdf,FINANCE,0.436
CONSULTANT,23009962.pdf,AUTOMOBILE,0.436
BUSINESS-DEVELOPMENT,38007664.pdf,BUSINESS-DEVELOPMENT,0.436
FINANCE,47410104.pdf,FINANCE,0.436
CONSULTANT,12315079.pdf,HEALTHCARE,0.436
INFORMATION-TECHNOLOGY,18176523.pdf,INFORMATION-TECHNOLOGY,0.436
CONSULTANT,18937778.pdf,BUSINESS-DEVELOPMENT,0.436
CONSULTANT,10704573.pdf,BUSINESS-DEVELOPMENT,0.435
CONSULTANT,27298953.pdf,CHEF,0.435
CONSULTANT,28419927.pdf,BANKING,0.435
CONSTRUCTION,13907230.pdf,CONSTRUCTION,0.435
ACCOUNTANT,15821633.pdf,ACCOUNTANT,0.435
BUSINESS-DEVELOPMENT,17597372.pdf,BUSINESS-DEVELOPMENT,0.435
CONSULTANT,31909493.pdf,DIGITAL-MEDIA,0.435
AVIATION,77626587.pdf,AVIATION,0.435
CONSULTANT,14070138.pdf,BUSINESS-DEVELOPMENT,0.435
CONSTRUCTION,21363048.pdf,CONSTRUCTION,0.434
PUBLIC-RELATIONS,15479281.pdf,APPAREL,0.434
CONSULTANT,43311839.pdf,CONSULTANT,0.434
TEACHER,23628651.pdf,TEACHER,0.434
HR,57262959.pdf,CHEF,0.434
AVIATION,23761385.pdf,AVIATION,0.434
SALES,13178604.pdf,SALES,0.434
TEACHER,45987048.pdf,TEACHER,0.434
INFORMATION-TECHNOLOGY,16899268.pdf,INFORMATION-TECHNOLOGY,0.434
SALES,18171955.pdf,SALES,0.434
ACCOUNTANT,39675895.pdf,FINANCE,0.433
